"id","family","rust_path","kind","source","line","classification","go_mapping","evidence","rationale"
"src/object.rs:473:function:v8::Object::define_own_property","src/object.rs","v8::Object::define_own_property","function","src/object.rs","473","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:493:function:v8::Object::define_property","src/object.rs","v8::Object::define_property","function","src/object.rs","493","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:511:function:v8::Object::get","src/object.rs","v8::Object::get","function","src/object.rs","511","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:523:function:v8::Object::get_with_receiver","src/object.rs","v8::Object::get_with_receiver","function","src/object.rs","523","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:542:function:v8::Object::get_index","src/object.rs","v8::Object::get_index","function","src/object.rs","542","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:557:function:v8::Object::get_prototype","src/object.rs","v8::Object::get_prototype","function","src/object.rs","557","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:566:function:v8::Object::set_accessor","src/object.rs","v8::Object::set_accessor","function","src/object.rs","566","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:580:function:v8::Object::set_accessor_with_setter","src/object.rs","v8::Object::set_accessor_with_setter","function","src/object.rs","580","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:594:function:v8::Object::set_accessor_with_configuration","src/object.rs","v8::Object::set_accessor_with_configuration","function","src/object.rs","594","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:618:function:v8::Object::set_lazy_data_property","src/object.rs","v8::Object::set_lazy_data_property","function","src/object.rs","618","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:643:function:v8::Object::set_lazy_data_property_with_data","src/object.rs","v8::Object::set_lazy_data_property_with_data","function","src/object.rs","643","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:674:function:v8::Object::get_identity_hash","src/object.rs","v8::Object::get_identity_hash","function","src/object.rs","674","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:680:function:v8::Object::get_creation_context","src/object.rs","v8::Object::get_creation_context","function","src/object.rs","680","matched","object_ops.go; core_advanced.go","object_creation_context_test.go; conformance/object-ops/runner_test.go","Object.CreationContext returns an optional scope-local ContextRef with identity, global access, entry, lifetime, and thread-affinity coverage."
"src/object.rs:691:function:v8::Object::get_own_property_names","src/object.rs","v8::Object::get_own_property_names","function","src/object.rs","691","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:713:function:v8::Object::get_property_names","src/object.rs","v8::Object::get_property_names","function","src/object.rs","713","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:743:function:v8::Object::has","src/object.rs","v8::Object::has","function","src/object.rs","743","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:753:function:v8::Object::has_index","src/object.rs","v8::Object::has_index","function","src/object.rs","753","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:764:function:v8::Object::has_own_property","src/object.rs","v8::Object::has_own_property","function","src/object.rs","764","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:776:function:v8::Object::delete","src/object.rs","v8::Object::delete","function","src/object.rs","776","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:786:function:v8::Object::delete_index","src/object.rs","v8::Object::delete_index","function","src/object.rs","786","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:799:function:v8::Object::internal_field_count","src/object.rs","v8::Object::internal_field_count","function","src/object.rs","799","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:806:function:v8::Object::get_internal_field","src/object.rs","v8::Object::get_internal_field","function","src/object.rs","806","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:830:function:v8::Object::get_aligned_pointer_from_internal_field","src/object.rs","v8::Object::get_aligned_pointer_from_internal_field","function","src/object.rs","830","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:842:function:v8::Object::set_aligned_pointer_in_internal_field","src/object.rs","v8::Object::set_aligned_pointer_in_internal_field","function","src/object.rs","842","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:859:function:v8::Object::wrap","src/object.rs","v8::Object::wrap","function","src/object.rs","859","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:878:function:v8::Object::unwrap","src/object.rs","v8::Object::unwrap","function","src/object.rs","878","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:900:function:v8::Object::is_api_wrapper","src/object.rs","v8::Object::is_api_wrapper","function","src/object.rs","900","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:906:function:v8::Object::set_integrity_level","src/object.rs","v8::Object::set_integrity_level","function","src/object.rs","906","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:920:function:v8::Object::set_internal_field","src/object.rs","v8::Object::set_internal_field","function","src/object.rs","920","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:939:function:v8::Object::get_private","src/object.rs","v8::Object::get_private","function","src/object.rs","939","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:956:function:v8::Object::set_private","src/object.rs","v8::Object::set_private","function","src/object.rs","956","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:978:function:v8::Object::delete_private","src/object.rs","v8::Object::delete_private","function","src/object.rs","978","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:994:function:v8::Object::has_private","src/object.rs","v8::Object::has_private","function","src/object.rs","994","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1010:function:v8::Object::get_property_attributes","src/object.rs","v8::Object::get_property_attributes","function","src/object.rs","1010","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1030:function:v8::Object::get_own_property_descriptor","src/object.rs","v8::Object::get_own_property_descriptor","function","src/object.rs","1030","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1054:function:v8::Object::preview_entries","src/object.rs","v8::Object::preview_entries","function","src/object.rs","1054","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1073:function:v8::Object::get_real_named_property","src/object.rs","v8::Object::get_real_named_property","function","src/object.rs","1073","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1086:function:v8::Object::has_real_named_property","src/object.rs","v8::Object::has_real_named_property","function","src/object.rs","1086","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1105:function:v8::Object::get_real_named_property_attributes","src/object.rs","v8::Object::get_real_named_property_attributes","function","src/object.rs","1105","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1131:function:v8::Object::is_callable","src/object.rs","v8::Object::is_callable","function","src/object.rs","1131","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1139:function:v8::Object::is_constructor","src/object.rs","v8::Object::is_constructor","function","src/object.rs","1139","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1148:function:v8::Object::call_as_function","src/object.rs","v8::Object::call_as_function","function","src/object.rs","1148","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1174:function:v8::Object::call_as_function_with_context","src/object.rs","v8::Object::call_as_function_with_context","function","src/object.rs","1174","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1206:function:v8::Object::call_as_constructor","src/object.rs","v8::Object::call_as_constructor","function","src/object.rs","1206","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1230:function:v8::Object::call_as_constructor_with_context","src/object.rs","v8::Object::call_as_constructor_with_context","function","src/object.rs","1230","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1259:enum:v8::object::IntegrityLevel","src/object.rs","v8::object::IntegrityLevel","enum","src/object.rs","1259","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1262:variant:v8::object::IntegrityLevel::Frozen","src/object.rs","v8::object::IntegrityLevel::Frozen","variant","src/object.rs","1262","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1266:variant:v8::object::IntegrityLevel::Sealed","src/object.rs","v8::object::IntegrityLevel::Sealed","variant","src/object.rs","1266","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1273:function:v8::Array::new","src/object.rs","v8::Array::new","function","src/object.rs","1273","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1283:function:v8::Array::new_with_elements","src/object.rs","v8::Array::new_with_elements","function","src/object.rs","1283","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1304:function:v8::Array::length","src/object.rs","v8::Array::length","function","src/object.rs","1304","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1311:function:v8::Map::new","src/object.rs","v8::Map::new","function","src/object.rs","1311","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1317:function:v8::Map::size","src/object.rs","v8::Map::size","function","src/object.rs","1317","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1322:function:v8::Map::clear","src/object.rs","v8::Map::clear","function","src/object.rs","1322","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1327:function:v8::Map::get","src/object.rs","v8::Map::get","function","src/object.rs","1327","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1338:function:v8::Map::set","src/object.rs","v8::Map::set","function","src/object.rs","1338","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1352:function:v8::Map::has","src/object.rs","v8::Map::has","function","src/object.rs","1352","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1361:function:v8::Map::delete","src/object.rs","v8::Map::delete","function","src/object.rs","1361","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1373:function:v8::Map::as_array","src/object.rs","v8::Map::as_array","function","src/object.rs","1373","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1380:function:v8::Set::new","src/object.rs","v8::Set::new","function","src/object.rs","1380","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1386:function:v8::Set::size","src/object.rs","v8::Set::size","function","src/object.rs","1386","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1391:function:v8::Set::clear","src/object.rs","v8::Set::clear","function","src/object.rs","1391","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1396:function:v8::Set::add","src/object.rs","v8::Set::add","function","src/object.rs","1396","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1407:function:v8::Set::has","src/object.rs","v8::Set::has","function","src/object.rs","1407","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1416:function:v8::Set::delete","src/object.rs","v8::Set::delete","function","src/object.rs","1416","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/object.rs:1427:function:v8::Set::as_array","src/object.rs","v8::Set::as_array","function","src/object.rs","1427","matched","object_ops.go; object_residual.go; runtime_values.go","conformance/object-ops/runner_test.go; conformance/object-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/platform.rs:72:struct:v8::platform::Platform","src/platform.rs","v8::platform::Platform","struct","src/platform.rs","72","matched","platform.go; platform_custom.go","conformance/platform/conformance_test.go; conformance/platform-custom/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/platform.rs:86:struct:v8::platform::Task","src/platform.rs","v8::platform::Task","struct","src/platform.rs","86","matched","platform.go; platform_custom.go","conformance/platform/conformance_test.go; conformance/platform-custom/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/platform.rs:95:function:v8::Task::run","src/platform.rs","v8::Task::run","function","src/platform.rs","95","matched","platform.go; platform_custom.go","conformance/platform/conformance_test.go; conformance/platform-custom/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/platform.rs:117:struct:v8::platform::IdleTask","src/platform.rs","v8::platform::IdleTask","struct","src/platform.rs","117","matched","platform.go; platform_custom.go","conformance/platform/conformance_test.go; conformance/platform-custom/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/platform.rs:127:function:v8::IdleTask::run","src/platform.rs","v8::IdleTask::run","function","src/platform.rs","127","matched","platform.go; platform_custom.go","conformance/platform/conformance_test.go; conformance/platform-custom/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/platform.rs:173:trait:v8::platform::PlatformImpl","src/platform.rs","v8::platform::PlatformImpl","trait","src/platform.rs","173","matched","platform.go; platform_custom.go","platform_custom_defaults_internal_test.go; conformance/platform/conformance_test.go; conformance/platform-custom/conformance_test.go","PlatformImpl and embeddable PlatformImplDefaults expose exact custom dispatch and Rust default behavior; PlatformImplFuncs separately preserves the documented safe-drop option."
"src/platform.rs:180:function:v8::PlatformImpl::post_task","src/platform.rs","v8::PlatformImpl::post_task","function","src/platform.rs","180","matched","platform_custom.go","platform_custom_defaults_internal_test.go; conformance/platform-custom/conformance_test.go","PlatformImplDefaults synchronously runs and destroys the transferred task on the callback thread, matching Rust."
"src/platform.rs:188:function:v8::PlatformImpl::post_non_nestable_task","src/platform.rs","v8::PlatformImpl::post_non_nestable_task","function","src/platform.rs","188","matched","platform_custom.go","platform_custom_defaults_internal_test.go; conformance/platform-custom/conformance_test.go","PlatformImplDefaults reproduces Rust's synchronous non-nestable run, including the characterized Atomics.notify deadlock."
"src/platform.rs:202:function:v8::PlatformImpl::post_delayed_task","src/platform.rs","v8::PlatformImpl::post_delayed_task","function","src/platform.rs","202","matched","platform_custom.go","platform_custom_defaults_internal_test.go","PlatformImplDefaults synchronously runs the transferred delayed task and intentionally ignores the delay, matching Rust."
"src/platform.rs:214:function:v8::PlatformImpl::post_non_nestable_delayed_task","src/platform.rs","v8::PlatformImpl::post_non_nestable_delayed_task","function","src/platform.rs","214","matched","platform_custom.go","platform_custom_defaults_internal_test.go","PlatformImplDefaults synchronously runs the transferred non-nestable delayed task and intentionally ignores the delay, matching Rust."
"src/platform.rs:227:function:v8::PlatformImpl::post_idle_task","src/platform.rs","v8::PlatformImpl::post_idle_task","function","src/platform.rs","227","matched","platform_custom.go","platform_custom_defaults_internal_test.go","PlatformImplDefaults synchronously runs the transferred idle task with the exact +0.0 deadline used by Rust."
"src/platform.rs:316:function:v8::platform::new_default_platform","src/platform.rs","v8::platform::new_default_platform","function","src/platform.rs","316","matched","platform.go; platform_custom.go","conformance/platform/conformance_test.go; conformance/platform-custom/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/platform.rs:328:function:v8::platform::new_unprotected_default_platform","src/platform.rs","v8::platform::new_unprotected_default_platform","function","src/platform.rs","328","matched","platform.go; platform_custom.go","conformance/platform/conformance_test.go; conformance/platform-custom/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/platform.rs:342:function:v8::platform::new_single_threaded_default_platform","src/platform.rs","v8::platform::new_single_threaded_default_platform","function","src/platform.rs","342","matched","platform.go; platform_custom.go","conformance/platform/conformance_test.go; conformance/platform-custom/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/platform.rs:363:function:v8::platform::new_custom_platform","src/platform.rs","v8::platform::new_custom_platform","function","src/platform.rs","363","matched","platform.go; platform_custom.go","conformance/platform/conformance_test.go; conformance/platform-custom/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/platform.rs:397:function:v8::Platform::new","src/platform.rs","v8::Platform::new","function","src/platform.rs","397","matched","platform.go; platform_custom.go","conformance/platform/conformance_test.go; conformance/platform-custom/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/platform.rs:415:function:v8::Platform::new_unprotected","src/platform.rs","v8::Platform::new_unprotected","function","src/platform.rs","415","matched","platform.go; platform_custom.go","conformance/platform/conformance_test.go; conformance/platform-custom/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/platform.rs:434:function:v8::Platform::new_single_threaded","src/platform.rs","v8::Platform::new_single_threaded","function","src/platform.rs","434","matched","platform.go; platform_custom.go","conformance/platform/conformance_test.go; conformance/platform-custom/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/platform.rs:450:function:v8::Platform::new_custom","src/platform.rs","v8::Platform::new_custom","function","src/platform.rs","450","matched","platform.go; platform_custom.go","conformance/platform/conformance_test.go; conformance/platform-custom/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/platform.rs:482:function:v8::Platform::pump_message_loop","src/platform.rs","v8::Platform::pump_message_loop","function","src/platform.rs","482","matched","platform.go; platform_custom.go","conformance/platform/conformance_test.go; conformance/platform-custom/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/platform.rs:501:function:v8::Platform::run_idle_tasks","src/platform.rs","v8::Platform::run_idle_tasks","function","src/platform.rs","501","matched","platform.go; platform_custom.go","conformance/platform/conformance_test.go; conformance/platform-custom/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/primitive_array.rs:35:function:v8::PrimitiveArray::new","src/primitive_array.rs","v8::PrimitiveArray::new","function","src/primitive_array.rs","35","matched","fixed_primitive_arrays.go","conformance/fixed-primitive-arrays/runner_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/primitive_array.rs:48:function:v8::PrimitiveArray::length","src/primitive_array.rs","v8::PrimitiveArray::length","function","src/primitive_array.rs","48","matched","fixed_primitive_arrays.go","conformance/fixed-primitive-arrays/runner_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/primitive_array.rs:53:function:v8::PrimitiveArray::set","src/primitive_array.rs","v8::PrimitiveArray::set","function","src/primitive_array.rs","53","matched","fixed_primitive_arrays.go","conformance/fixed-primitive-arrays/runner_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/primitive_array.rs:70:function:v8::PrimitiveArray::get","src/primitive_array.rs","v8::PrimitiveArray::get","function","src/primitive_array.rs","70","matched","fixed_primitive_arrays.go","conformance/fixed-primitive-arrays/runner_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/primitives.rs:16:function:v8::primitives::null","src/primitives.rs","v8::primitives::null","function","src/primitives.rs","16","matched","runtime_values.go; value.go","conformance/runtime-values/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/primitives.rs:24:function:v8::primitives::undefined","src/primitives.rs","v8::primitives::undefined","function","src/primitives.rs","24","matched","runtime_values.go; value.go","conformance/runtime-values/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/primitives.rs:35:function:v8::Boolean::new","src/primitives.rs","v8::Boolean::new","function","src/primitives.rs","35","matched","runtime_values.go; value.go","conformance/runtime-values/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/private.rs:23:function:v8::Private::new","src/private.rs","v8::Private::new","function","src/private.rs","23","matched","runtime_values.go; runtime_values.go","conformance/runtime-values-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/private.rs:46:function:v8::Private::for_api","src/private.rs","v8::Private::for_api","function","src/private.rs","46","matched","runtime_values.go; runtime_values.go","conformance/runtime-values-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/private.rs:63:function:v8::Private::name","src/private.rs","v8::Private::name","function","src/private.rs","63","matched","runtime_values.go; runtime_values.go","conformance/runtime-values-residual/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/promise.rs:63:enum:v8::promise::PromiseState","src/promise.rs","v8::promise::PromiseState","enum","src/promise.rs","63","matched","promise.go","conformance/host-promises/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/promise.rs:64:variant:v8::promise::PromiseState::Pending","src/promise.rs","v8::promise::PromiseState::Pending","variant","src/promise.rs","64","matched","promise.go","conformance/host-promises/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/promise.rs:65:variant:v8::promise::PromiseState::Fulfilled","src/promise.rs","v8::promise::PromiseState::Fulfilled","variant","src/promise.rs","65","matched","promise.go","conformance/host-promises/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/promise.rs:66:variant:v8::promise::PromiseState::Rejected","src/promise.rs","v8::promise::PromiseState::Rejected","variant","src/promise.rs","66","matched","promise.go","conformance/host-promises/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
